Identifiant du lieu,Ann�e du tournage,Type de tournage,Titre,R�alisateur,Producteur,Localisation de la sc�ne,Code postal,Date de d�but,Date de fin,Coordonn�e en X,Coordonn�e en Y,geo_shape,geo_point_2d,,
2019-840,2019,Long m�trage,PARENT D'ELEVE,NOEMIE SAGLIO,RECTANGLE PRODUCTIONS,15 rue jacques hillairet,75012,75012,10/07/2019,12/07/2019,2.3875304,48.84276693,"{""type"": ""Point"", ""coordinates"": [2.387530396376128, 48.84276693034535]}",48.8427669303,2.38753039638
2019-1189,2019,Long m�trage,Les Meilleures,Marion Desseigne Ravel,31 Juin Films,rue du s�n�gal,75020,75020,24/09/2019,25/09/2019,2.38211589,48.87100036,"{""type"": ""Point"", ""coordinates"": [2.382115892856906, 48.871000357905835]}",48.8710003579,2.38211589286
2019-1209,2019,Long m�trage,DES JOURS SAUVAGES,David LANZMANN,SINGLE MAN PRODUCTIONS,8 rue du faubourg montmartre,75009,75009,07/10/2019,08/10/2019,2.34330571,48.87214938,"{""type"": ""Point"", ""coordinates"": [2.343305710417984, 48.872149380035204]}",48.87214938,2.34330571042
2019-1033,2019,Long m�trage,Les Meilleures,Marion Desseigne Ravel,31 Juin Films,rue bisson,75020,75020,31/08/2019,01/09/2019,2.38211589,48.87100036,"{""type"": ""Point"", ""coordinates"": [2.382115892856906, 48.871000357905835]}",48.8710003579,2.38211589286
2019-1256,2019,Long m�trage,Gott du kannst ein Arsch sein,Andre Erkau,Cactus Films,rue du chevalier de la barre,75018,75018,02/10/2019,02/10/2019,2.34327814,48.88726404,"{""type"": ""Point"", ""coordinates"": [2.343278142124457, 48.88726404330796]}",48.8872640433,2.34327814212
2019-938,2019,Long m�trage,T'as P�cho?,Adeline PICAULT,SCARLETT PRODUCTION,59 rue des peupliers,75013,75013,05/08/2019,06/08/2019,2.35266017,48.82130866,"{""type"": ""Point"", ""coordinates"": [2.352660172665198, 48.821308663934495]}",48.8213086639,2.35266017267
2019-986,2019,Long m�trage,Par-dessus l'�paule de Jonas,J�r�me Bonnell,DIAPHANA FILMS,rue de wattignies,75012,75012,28/08/2019,29/08/2019,2.39785325,48.83542621,"{""type"": ""Point"", ""coordinates"": [2.397853253783704, 48.83542620885179]}",48.8354262089,2.39785325378
2018-802,2018,Long m�trage,MERVEILLES A MONTFERMEIL,Jeanne Balibar,FILM(S),place de la r�publique,75011,75011,10/07/2018,10/07/2018,2.36479185,48.86635144,"{""type"": ""Point"", ""coordinates"": [2.364791850060801, 48.86635144192642]}",48.8663514419,2.36479185006
2018-805,2018,Long m�trage,CHANSON DOUCE,LUCIE BORLETEAU,WHY NOT PRODUCTIONS,23 rue jean-pierre timbaud,75011,75011,10/07/2018,10/07/2018,2.3683791100000002,48.86540504,"{""type"": ""Point"", ""coordinates"": [2.368379107504065, 48.86540503704447]}",48.865405037,2.3683791075
2019-1082,2019,Long m�trage,Par-dessus l'�paule de Jonas,J�r�me Bonnell,DIAPHANA FILMS,13 boulevard du fort de vaux,75017,75017,04/09/2019,04/09/2019,2.30334978,48.89272805,"{""type"": ""Point"", ""coordinates"": [2.303349783126619, 48.892728053663646]}",48.8927280537,2.30334978313
2018-828,2018,Long m�trage,C'est quoi cette famille?! 2,Gabriel Julien Laferri�re,BONNE PIOCHE CINEMA,rue de m�nilmontant,75020,75020,23/07/2018,23/07/2018,2.39266708,48.86935081,"{""type"": ""Point"", ""coordinates"": [2.392667079220308, 48.86935080879625]}",48.8693508088,2.39266707922
2019-1336,2019,Long m�trage,LES DEUX ALFRED,Bruno Podalyd�s,WHY NOT PRODUCTIONS,avenue de choisy,75013,75013,11/10/2019,11/10/2019,2.3583952999999998,48.82811151,"{""type"": ""Point"", ""coordinates"": [2.358395300946585, 48.82811150846685]}",48.8281115085,2.35839530095
2018-1523,2018,Long m�trage,FORTE,Katia LEWKOWICZ,QUAD FILMS,10 rue montmartre,75001,75001,28/11/2018,28/11/2018,2.3459140400000003,48.86360382,"{""type"": ""Point"", ""coordinates"": [2.345914039663948, 48.86360381750166]}",48.8636038175,2.34591403966
2016-2293,2016,Long m�trage,SIMONE BENLOULOU,MYRIAM AZIZA,INCOGNITA,PLACE� DE L'OPERA,75009,13/10/2016,13/10/2016,2.332572,48.871045,"{""type"": ""Point"", ""coordinates"": [2.332571999655995, 48.871044999748]}",48.8710449997,2.33257199966,
2018-1548,2018,Long m�trage,La nuit venue,Frederic Farrucci,Koro film,58 rue de courcelles,75008,75008,12/12/2018,12/12/2018,2.30719409,48.8771012,"{""type"": ""Point"", ""coordinates"": [2.307194093005802, 48.87710119845291]}",48.8771011985,2.30719409301
2016-2318,2016,Long m�trage,BEFIKRE,ADITYA CHOPRA,FIRSTEP,18� RUE� VAUQUELIN,75005,13/05/2016,14/05/2016,2.34698,48.84093,"{""type"": ""Point"", ""coordinates"": [2.346980000522532, 48.84092999978856]}",48.8409299998,2.34698000052,
2018-1553,2018,Long m�trage,FORTE,Katia LEWKOWICZ,QUAD FILMS,86 rue du ruisseau,75018,75018,07/12/2018,07/12/2018,2.34155989,48.89592712,"{""type"": ""Point"", ""coordinates"": [2.341559894376828, 48.89592711753139]}",48.8959271175,2.34155989438
2016-2326,2016,Long m�trage,THE ESCAPE,DOMINIC SAVAGE,HANNA FILMS,RUE� DE CLUNY,75005,20/10/2016,20/10/2016,2.344829,48.850563,"{""type"": ""Point"", ""coordinates"": [2.344828999601834, 48.85056299974405]}",48.8505629997,2.3448289996,
2016-2356,2016,Long m�trage,LOLA PATER,NADIR MOKNECHE,BLUE MONDAY PRODUCTIONS,8� RUE� POLIVEAU,75005,01/04/2016,02/04/2016,2.360891,48.840372,"{""type"": ""Point"", ""coordinates"": [2.360890999997705, 48.840371999938164]}",48.8403719999,2.360891,
2016-2360,2016,Long m�trage,SOUS LE MEME TOIT,DOMINIQUE FARRUGIA,EUROPA CORP,VILLA� EMILE LOUBERT/RUE MOUZAIA,75019,22/06/2016,23/06/2016,2.393727,48.879854,"{""type"": ""Point"", ""coordinates"": [2.393726999617455, 48.87985400026524]}",48.8798540003,2.39372699962,
2019-1484,2019,Long m�trage,PAR UN DEMI CLAIR MATIN,Bruno Dumont,3B PRODUCTIONS,rue de galliera,75016,75016,12/11/2019,12/11/2019,2.29750439,48.86576069,"{""type"": ""Point"", ""coordinates"": [2.297504389310134, 48.86576068959368]}",48.8657606896,2.29750438931
2020-874,2020,Long m�trage,A NOS AGES,ROBIN SYKES,2425 FILMS,16 avenue victor hugo,75016,75016,23/11/2020,23/11/2020,2.29169672,48.87249871,"{""type"": ""Point"", ""coordinates"": [2.29169671724607, 48.872498713095425]}",48.8724987131,2.29169671725
2020-880,2020,Long m�trage,Rosa,Aur�lie Saada,SILEX,place de la concorde,75008,75008,09/11/2020,09/11/2020,2.32053484,48.8666995,"{""type"": ""Point"", ""coordinates"": [2.320534842202644, 48.866699494682805]}",48.8666994947,2.3205348422
2016-814,2016,Long m�trage,JUST DIVORCED,MAXIME GOVARE,LES IMPRODUCTIBLES,PASSERELLE*� DU BASSIN DE LA VILLETTE,75019,14/09/2016,14/09/2016,2.387721,48.876995,"{""type"": ""Point"", ""coordinates"": [2.387720999572045, 48.876995000208645]}",48.8769950002,2.38772099957,
2016-821,2016,Long m�trage,KOTO,YUKI SAITO,HAUT LES MAINS,RUE� DE BELLEVILLE,75020,04/03/2016,04/03/2016,2.390942,48.875382,"{""type"": ""Point"", ""coordinates"": [2.390941999445372, 48.87538200030109]}",48.8753820003,2.39094199945,
2019-238,2019,Long m�trage,POLICE,ANNE FONTAINE,F COMME FILM,13 rue edouard robert,75012,75012,08/03/2019,09/03/2019,2.39917795,48.83689818,"{""type"": ""Point"", ""coordinates"": [2.399177950535763, 48.83689817615089]}",48.8368981762,2.39917795054
2016-876,2016,Long m�trage,LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,HAUT ET COURT,25� AVENUE� DE L'OBSERVATOIRE,75006,28/10/2016,28/10/2016,2.337469,48.841911,"{""type"": ""Point"", ""coordinates"": [2.33746900040326, 48.8419109999921]}",48.841911,2.3374690004,
2016-2393,2016,Long m�trage,COEXISTER,FABRICE EBOUE,EUROPA CORP,49� RUE� DES PETITES ECURIES,75010,24/11/2016,24/11/2016,2.349195,48.873874,"{""type"": ""Point"", ""coordinates"": [2.349194999809021, 48.8738740003857]}",48.8738740004,2.34919499981,
2016-2468,2016,Long m�trage,KO,FABRICE GOBERT,247 FILMS,RUE� FERDINAND BRAUDEL,75013,09/09/2016,10/09/2016,2.37272,48.83575,"{""type"": ""Point"", ""coordinates"": [2.372719999520712, 48.83575000003436]}",48.83575,2.37271999952,
2018-930,2018,Long m�trage,QUAND ON CRIE AU LOUP,Marilou Berry,Wonder Films,5 rue louis boilly,75016,75016,13/08/2018,14/08/2018,2.26683189,48.85915131,"{""type"": ""Point"", ""coordinates"": [2.266831892417546, 48.8591513080551]}",48.8591513081,2.26683189242
2016-2473,2016,Long m�trage,CARBONE,OLIVIER MARCHAL,LES FILMS MANUEL MUNZ,8� AVENUE� ELISEE RECLUS,75007,08/11/2016,09/11/2016,2.297476,48.858373,"{""type"": ""Point"", ""coordinates"": [2.297476000339265, 48.85837299957842]}",48.8583729996,2.29747600034,
2019-582,2019,Long m�trage,VILLA CAPRICE,BERNARD STORA,JPG FILMS,5b rue eug�ne manuel,75016,75016,06/06/2019,07/06/2019,2.28148998,48.85908846,"{""type"": ""Point"", ""coordinates"": [2.281489979260703, 48.85908845892238]}",48.8590884589,2.28148997926
2020-924,2020,Long m�trage,Un d�jeuner d'amis,Edouard Baer,Cinefrance Studios,171 boulevard du montparnasse,75006,75006,27/11/2020,28/11/2020,2.33597462,48.84010206,"{""type"": ""Point"", ""coordinates"": [2.335974615779829, 48.84010205631304]}",48.8401020563,2.33597461578
2019-1548,2019,Long m�trage,Ala Vaikunthapurramlo,Trivikram Srinivas,LM2018,avenue charles risler,75007,75007,09/11/2019,10/11/2019,2.30045328,48.85479249,"{""type"": ""Point"", ""coordinates"": [2.300453281557949, 48.85479248860502]}",48.8547924886,2.30045328156
2016-924,2016,Long m�trage,LES FILLES DE REIMS,JULIEN HALLARD,LES FILMS VELVET,72� RUE� LOUIS LUMIERE,75020,27/07/2016,29/07/2016,2.41113,48.862341,"{""type"": ""Point"", ""coordinates"": [2.411130000452292, 48.86234100029382]}",48.8623410003,2.41113000045,
2017-355,2017,Long m�trage,ENCHANTEES,Saphia Azzeddine et Fran�ois-R�gis Jeanne,CAPTURE THE FLAG FILMS,64 rue de lille,75007,75007,22/08/2017,22/08/2017,2.32429153,48.86025238,"{""type"": ""Point"", ""coordinates"": [2.324291529156747, 48.860252380307465]}",48.8602523803,2.32429152916
2016-987,2016,Long m�trage,SI J'ETAIS UN HOMME,AUDREY DANA,CURIOSA FILMS,14� QUAI� DE SEINE/CINEMA MK2,75019,23/02/2016,23/02/2016,2.371493,48.885073,"{""type"": ""Point"", ""coordinates"": [2.3714930002552093, 48.8850729999187]}",48.8850729999,2.37149300026,
2016-994,2016,Long m�trage,MARIE FRANCINE,VALERIE LEMERCIER,RECTANGLE PRODUCTIONS,29/37� RUE� LE BRUN,75013,20/04/2016,20/04/2016,2.35352,48.834973,"{""type"": ""Point"", ""coordinates"": [2.353520000580202, 48.83497300032615]}",48.8349730003,2.35352000058,
2017-367,2017,Long m�trage,The 15:17 to Paris,Clint Eastwood,PENINSULA FILM,7 rue aristide bruant,75018,75018,24/08/2017,24/08/2017,2.33519866,48.88544771,"{""type"": ""Point"", ""coordinates"": [2.335198655143282, 48.885447707328986]}",48.8854477073,2.33519865514
2016-2493,2016,Long m�trage,MARIAGE BLANC,TAREK BOUDALI,AXEL FILMS,RUE� DE LA COSSONNERIE,75001,16/09/2016,16/09/2016,2.348699,48.861539,"{""type"": ""Point"", ""coordinates"": [2.348699000640293, 48.861538999672675]}",48.8615389997,2.34869900064,
2016-2582,2016,Long m�trage,LA SAGE FEMME,MARTIN PROVOST,CURIOSA FILMS,AVENUE� DES CHAMPS ELYSEES,75008,11/04/2016,11/04/2016,2.3036339999999997,48.871088,"{""type"": ""Point"", ""coordinates"": [2.303633999512172, 48.87108800008165]}",48.8710880001,2.30363399951,
2016-2552,2016,Long m�trage,JEUNE FEMME,LEONOR SERRAILLE,BLUE MONDAY PRODUCTIONS,RUE� DE SENLIS,75017,11/02/2016,11/02/2016,2.297527,48.888211,"{""type"": ""Point"", ""coordinates"": [2.29752700061725, 48.88821099964814]}",48.8882109996,2.29752700062,
2016-2555,2016,Long m�trage,DJANGO MELODIES,ETIENNE COMAR,CURIOSA FILMS,3/5� PLACE� CASADESUS,75018,22/04/2016,22/04/2016,2.337377,48.888524,"{""type"": ""Point"", ""coordinates"": [2.337376999556909, 48.88852400029863]}",48.8885240003,2.33737699956,
2016-2609,2016,Long m�trage,KO,FABRICE GOBERT,247 FILMS,RUE� ABEL GANCE,75013,09/09/2016,10/09/2016,2.373726,48.835585,"{""type"": ""Point"", ""coordinates"": [2.373725999750589, 48.8355849999817]}",48.835585,2.37372599975,
2016-2560,2016,Long m�trage,LA DOULEUR,EMMANUEL FINKIEL,LES FILMS DU POISSON,RUE� ROBINEAU,75020,25/10/2016,25/10/2016,2.392911,48.864719,"{""type"": ""Point"", ""coordinates"": [2.392910999662699, 48.864718999661896]}",48.8647189997,2.39291099966,
2016-2610,2016,Long m�trage,MARIAGE BLANC,TAREK BOUDALI,AXEL FILMS,TERRE PLEIN� ANGLE AV ST MAURICE ET AV DAUMESNIL,75012,15/09/2016,15/09/2016,2.419124,48.828341,"{""type"": ""Point"", ""coordinates"": [2.419123999745884, 48.82834100035974]}",48.8283410004,2.41912399975,
2016-2580,2016,Long m�trage,MON POUSSIN,FREDERIC FORESTIER,LES FILMS DU 24,46� RUE� SAINT LOUIS EN L'ILE,75004,15/03/2016,15/03/2016,2.356794,48.851793,"{""type"": ""Point"", ""coordinates"": [2.35679400034699, 48.8517930003801]}",48.8517930004,2.35679400035,
2017-110,2017,Long m�trage,Voyez comme on danse,Michel Blanc,les films du 24,50 avenue montaigne,75008,75008,06/09/2017,06/09/2017,2.3083372300000002,48.86782591,"{""type"": ""Point"", ""coordinates"": [2.308337231772477, 48.867825910444566]}",48.8678259104,2.30833723177
2017-123,2017,Long m�trage,Un Cadeau du Ciel,,LEGENDAIRE,pont louis-philippe,75004,75004,17/03/2017,18/03/2017,2.35467939,48.85411246,"{""type"": ""Point"", ""coordinates"": [2.354679386870978, 48.854112456125364]}",48.8541124561,2.35467938687
2017-184,2017,Long m�trage,Tazzeka,Jean-philippe Gaud,Takka Films,quai du lot,75019,75019,07/04/2017,07/04/2017,2.38087927,48.90033505,"{""type"": ""Point"", ""coordinates"": [2.380879270398343, 48.90033505359408]}",48.9003350536,2.3808792704
2020-1048,2020,Long m�trage,A NOS AGES,ROBIN SYKES,2425 FILMS,5 rue de la corderie,75003,75003,15/12/2020,15/12/2020,2.36289414,48.86524396,"{""type"": ""Point"", ""coordinates"": [2.362894141543439, 48.865243959168005]}",48.8652439592,2.36289414154
2020-1051,2020,Long m�trage,A NOS AGES,ROBIN SYKES,2425 FILMS,10 place de la bastille,75011,75011,14/12/2020,14/12/2020,2.3703134,48.85370111,"{""type"": ""Point"", ""coordinates"": [2.3703134043173772, 48.853701107669316]}",48.8537011077,2.37031340432
2016-2638,2016,Long m�trage,LUMIERE AMOUREUSE,FRANCHIN DOM,KOI FILMS,RUE� LA BONNE,75018,14/06/2016,14/06/2016,2.343412,48.887950000000004,"{""type"": ""Point"", ""coordinates"": [2.3434120002081302, 48.88794999964075]}",48.8879499996,2.34341200021,
2017-229,2017,Long m�trage,Un cadeau du ciel,,L�gendaire,square maurice gardette,75011,75011,31/03/2017,31/03/2017,2.37873249,48.86145993,"{""type"": ""Point"", ""coordinates"": [2.37873249400903, 48.86145993042073]}",48.8614599304,2.37873249401
2017-253,2017,Long m�trage,GEMINI,Christopher Mac-Quarrie,FIRSTEP,passage de beaujolais,75001,75001,04/04/2017,04/04/2017,2.33747001,48.86636442,"{""type"": ""Point"", ""coordinates"": [2.337470005746908, 48.866364416989384]}",48.866364417,2.33747000575
2016-1038,2016,Long m�trage,MARVIN,ANNE FONTAINE,CINE @,BOULEVARD� DE STRASBOURG,75010,26/08/2016,26/08/2016,2.355912,48.872684,"{""type"": ""Point"", ""coordinates"": [2.355911999367669, 48.87268400010294]}",48.8726840001,2.35591199937,
2016-1065,2016,Long m�trage,IL A DEJA TES YEUX,LUCIEN JEAN BAPTISTE,NOLITA CINEMA,AVENUE� PRUDHON,75016,08/02/2016,08/02/2016,2.281698,48.870509,"{""type"": ""Point"", ""coordinates"": [2.281698000587841, 48.87050899989631]}",48.8705089999,2.28169800059,
2017-15,2017,Long m�trage,Le Doudou,Philippe MECHELEN / Julien HERVE,eskwad,3 rue saint-s�bastien,75011,75011,20/02/2017,21/02/2017,2.36801123,48.86088388,"{""type"": ""Point"", ""coordinates"": [2.368011227076599, 48.860883880397694]}",48.8608838804,2.36801122708
2020-1103,2020,Long m�trage,STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,rue de la butte aux cailles,75013,75013,22/12/2020,22/12/2020,2.35137819,48.82793218,"{""type"": ""Point"", ""coordinates"": [2.351378187273677, 48.82793217601983]}",48.827932176,2.35137818727
2017-41,2017,Long m�trage,GEMINI,,FIRSTEP,boulevard richard lenoir,75011,75011,22/02/2017,22/02/2017,2.37246624,48.86256145,"{""type"": ""Point"", ""coordinates"": [2.372466237910094, 48.862561453907844]}",48.8625614539,2.37246623791
2020-1108,2020,Long m�trage,STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,rue jonas,75013,75013,22/12/2020,22/12/2020,2.35083743,48.8288058,"{""type"": ""Point"", ""coordinates"": [2.350837433819488, 48.828805798906224]}",48.8288057989,2.35083743382
2017-334,2017,Long m�trage,Amanda,Mikhael Hers,Nord-Ouest films,esplanade saint-louis,75012,75012,28/08/2017,29/08/2017,2.43446099,48.84063756,"{""type"": ""Point"", ""coordinates"": [2.434460992289245, 48.84063755628543]}",48.8406375563,2.43446099229
2016-1098,2016,Long m�trage,MARIAGE BLANC,TAREK BOUDALI,AXEL FILMS,74� RUE� DE DUNKERQUE,75009,02/09/2016,02/09/2016,2.345941,48.882328,"{""type"": ""Point"", ""coordinates"": [2.345940999367884, 48.88232799997764]}",48.882328,2.34594099937,
2016-1134,2016,Long m�trage,GC5,GUILLAUME CANET,LES PRODUCTIONS DU TRESOR,AVENUE� RUYSDAEL,75008,24/02/2016,24/02/2016,2.310065,48.878173,"{""type"": ""Point"", ""coordinates"": [2.310065000405971, 48.878173000218716]}",48.8781730002,2.31006500041,
2017-144,2017,Long m�trage,BELLEVILLE'S COP,Rachid Bouchareb,TESSALIT PRODUCTIONS,54 rue de belleville,75020,75020,30/03/2017,30/03/2017,2.3816833600000002,48.87311889,"{""type"": ""Point"", ""coordinates"": [2.381683362367696, 48.87311888437492]}",48.8731188844,2.38168336237
2016-1135,2016,Long m�trage,IRIS/EX CHAOS,JALIL LESPERT,WY PRODUCTIONS,61� QUAI� DE GRENELLE,75015,04/03/2016,04/03/2016,2.282467,48.8495,"{""type"": ""Point"", ""coordinates"": [2.2824670005122663, 48.84950000017702]}",48.8495000002,2.28246700051,
2016-1148,2016,Long m�trage,LES FANTOMES D'ISMAEL,ARNAUD DESPLESCHIN,WHY NOT PRODUCTIONS,PASSAGE� DES PANORAMAS,75002,05/09/2016,05/09/2016,2.341647,48.87102,"{""type"": ""Point"", ""coordinates"": [2.341646999931842, 48.871020000249466]}",48.8710200002,2.34164699993,
2017-517,2017,Long m�trage,LA FETE DES MERES,MARIE-CASTILLE MENTION-SCHAAR,WILLOW FILMS,85b rue de charenton,75012,75012,27/09/2017,27/09/2017,2.37499934,48.849043,"{""type"": ""Point"", ""coordinates"": [2.374999336596835, 48.84904299492012]}",48.8490429949,2.3749993366
2016-1182,2016,Long m�trage,SOUS LE MEME TOIT,DOMINIQUE FARRUGIA,EUROPA CORP,AVENUE� DES PORTUGAIS,75016,08/08/2016,08/08/2016,2.293356,48.871209,"{""type"": ""Point"", ""coordinates"": [2.293356000528184, 48.87120899968183]}",48.8712089997,2.29335600053,
2016-1183,2016,Long m�trage,LES EX,MAURICE BARTHELEMY,RADAR FILMS,PARC� DES BUTTES CHAUMONT,75019,22/09/2016,22/09/2016,2.387537,48.879186,"{""type"": ""Point"", ""coordinates"": [2.387536999394646, 48.879185999860795]}",48.8791859999,2.38753699939,
2017-554,2017,Long m�trage,voyez comme on danse,michel Blanc,les films du 24,104 boulevard malesherbes,75017,75017,25/09/2017,25/09/2017,2.31172579,48.88175971,"{""type"": ""Point"", ""coordinates"": [2.311725786871543, 48.881759713430746]}",48.8817597134,2.31172578687
2016-2679,2016,Long m�trage,SIMONE BENLOULOU,MYRIAM AZIZA,INCOGNITA,33� BOULEVARD� DE LA CHAPELLE,75010,24/10/2016,28/10/2016,2.360114,48.884214,"{""type"": ""Point"", ""coordinates"": [2.360114000164056, 48.884213999763396]}",48.8842139998,2.36011400016,
2016-2720,2016,Long m�trage,L'ASCENSION,LUDOVIC BERNARD,DE L'AUTRE COTE DU DU PERIPH,PLACE� DE CLICHY,75017,26/02/2016,26/02/2016,2.326873,48.883747,"{""type"": ""Point"", ""coordinates"": [2.326872999524795, 48.88374699958519]}",48.8837469996,2.32687299952,
2017-454,2017,Long m�trage,VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,port de l'h�tel de ville,75004,75004,05/09/2017,05/09/2017,2.35579708,48.85370147,"{""type"": ""Point"", ""coordinates"": [2.355797084385895, 48.853701466798235]}",48.8537014668,2.35579708439
2016-2724,2016,Long m�trage,DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,F COMME FILM,87� AVENUE� DE VILLIERS,75017,23/03/2016,24/03/2016,2.301948,48.884206,"{""type"": ""Point"", ""coordinates"": [2.301948000518106, 48.8842059998838]}",48.8842059999,2.30194800052,
2016-2732,2016,Long m�trage,BARBARA,MATHIEU AMALRIC,WAITING FOR CINEMA,4/6� RUE� PIERRE MOUILLARD,75020,02/12/2016,02/12/2016,2.408001,48.867323,"{""type"": ""Point"", ""coordinates"": [2.408001000085725, 48.867323000221305]}",48.8673230002,2.40800100009,
